stockSymbol|best1Bid|best1BidVol|best2Bid|best2BidVol|best3Bid|best3BidVol|best4Bid|best4BidVol|best5Bid|best5BidVol|best6Bid|best6BidVol|best7Bid|best7BidVol|best8Bid|best8BidVol|best9Bid|best9BidVol|best10Bid|best10BidVol|best1Offer|best1OfferVol|best2Offer|best2OfferVol|best3Offer|best3OfferVol|best4Offer|best4OfferVol|best5Offer|best5OfferVol|best6Offer|best6OfferVol|best7Offer|best7OfferVol|best8Offer|best8OfferVol|best9Offer|best9OfferVol|best10Offer|best10OfferVol|matchedPrice|matchedVolume|highest|exchange|lowest|avgPrice|buyForeignQtty|buyForeignValue|sellForeignQtty|sellForeignValue|priceChange|priceChangePercent|nmTotalTradedQty|nmTotalTradedValue|currentBidQty|currentOfferQty|openInterest|ceiling|floor|refPrice|maturityDate|session|caStatus|remainForeignQtty|stockType|tradingStatus|lastTradingDate|coveredWarrantType|underlyingSymbol|exercisePrice|listedShare|issuerName|issueDate|openPrice|lastMatchedPrice|prevINAV|iNAV|iNAVChange|iNAVChangePercent|iIndex|maturityTime|ptBestBidPrice|ptBestBidQtty|ptTotalBidQtty|ptBestOfferPrice|ptBestOfferQtty|ptMatchQtty|ptMatchPrice|ptMaxPrice|ptMaxQtty|ptMinPrice|ptMinQtty|ptTotalTradedQtty|ptTotalTradedValue|f1|f2|f3|f4|f5|lastTradedTime
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403800||||||||""||||""|""|""|1780097812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646507959|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403800||||||||""||||""|""|""|1780097712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646507959|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403800||||||||""||||""|""|""|1780097312|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646507959|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403800||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646507959|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403830||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646509358|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403834||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646509664|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403840||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646509936|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403864||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646509936|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403869||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646509945|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403885||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646509945|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403946||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646510272|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403966||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646510272|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||404000||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646510272|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403896||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646510266|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33100||403939||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646510267|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33300||404000||||||||""||||""|""|""|1780096812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646514296|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33300||404000||||||||""||||""|""|""|1780096612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646514299|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||33300||404000||||||||""||||""|""|""|1780078612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646517363|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||51300||404000||||||||""||||""|""|""|1780078612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646517367|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||51300||404000||||||||""||||""|""|""|1780078412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646519032|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||51500||404000||||||||""||||""|""|""|1780078412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646519032|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||51500||404000||||||||""||||""|""|""|1780074612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646521714|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||55300||407800||||||||""||||""|""|""|1780074612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646521714|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||55800||407800||||||||""||||""|""|""|1780074612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646522612|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||55800||407800||||||||""||||""|""|""|1780074112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646522615|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||56000||407800||||||||""||||""|""|""|1780074112|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646525850|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||56000||407800||||||||""||||""|""|""|1780073912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646525862|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||56500||407800||||||||""||||""|""|""|1780073912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646526424|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||56500||407800||||||||""||||""|""|""|1780073412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646526429|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||56500||407800||||||||""||||""|""|""|1780067912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646529312|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||62000||407800||||||||""||||""|""|""|1780067912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646529312|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||80000||407800||||||||""||||""|""|""|1780067912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646530505|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||80000||407800||||||||""||||""|""|""|1780049912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646530509|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||91000||407800||||||||""||||""|""|""|1780049912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646532294|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||91000||407800||||||||""||||""|""|""|1780038912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646532297|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||91000||407800||||||||""||||""|""|""|1780025412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646532608|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||104500||407800||||||||""||||""|""|""|1780025412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646532609|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||104500||407800||||||||""||||""|""|""|1780014912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646533132|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||115000||407800||||||||""||||""|""|""|1780014912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646533135|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||115000||407800||||||||""||||""|""|""|1780013912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646535267|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||116000||407800||||||||""||||""|""|""|1780013912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646535267|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||116000||407800||||||||""||||""|""|""|1780012912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646561887|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||117000||407800||||||||""||||""|""|""|1780012912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646561887|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||143100||407800||||||||""||||""|""|""|1779986812|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646584448|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||143100||407800||||||||""||||""|""|""|1780012912|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646584447|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||143100||407800||||||||""||||""|""|""|1779984412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646585307|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||145500||407800||||||||""||||""|""|""|1779984412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646585307|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||146500||407800||||||||""||||""|""|""|1779984412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646588823|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||146500||407800||||||||""||||""|""|""|1779983412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646588825|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||149500||407800||||||||""||||""|""|""|1779980412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646605945|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||149500||407800||||||||""||||""|""|""|1779979612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646616922|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||150300||407800||||||||""||||""|""|""|1779979612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646616926|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||150500||407800||||||||""||||""|""|""|1779979612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646620424|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||150500||407800||||||||""||||""|""|""|1779979412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646620427|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||275200||407800||||||||""||||""|""|""|1779979412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646638872|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||275200||407800||||||||""||||""|""|""|1779854712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646638873|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||276200||407800||||||||""||||""|""|""|1779853712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646643098|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||276200||407800||||||||""||||""|""|""|1779854712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646643082|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||276200||408500||||||||""||||""|""|""|1779853712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646666053|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||276200||408900||||||||""||||""|""|""|1779853712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646666072|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277200||408900||||||||""||||""|""|""|1779853712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646668892|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277200||408900||||||||""||||""|""|""|1779852712|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646668895|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277200||408900||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646669124|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||408900||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646669124|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||408905||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670098|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||408935||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670099|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||408965||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670101|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||408988||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670101|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||408995||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670101|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||409005||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670101|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||409062||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670101|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||409007||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670101|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||409099||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670340|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||409100||||||||""||||""|""|""|1779852612|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646670340|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277300||409100||||||||""||||""|""|""|1779852412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646674164|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277500||409100||||||||""||||""|""|""|1779852412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646674164|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||277500||410200||||||||""||||""|""|""|1779852412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646678935|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||279500||410200||||||||""||||""|""|""|1779852412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646685057|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||279500||410200||||||||""||||""|""|""|1779850412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646685080|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||279500||410254||||||||""||||""|""|""|1779850412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646685814|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||279500||410264||||||||""||||""|""|""|1779850412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646686042|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||279500||410269||||||||""||||""|""|""|1779850412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646686043|||||
S#HPG||||||||||||||||||||||||||||||||||||||||||||""|||279500||410279||||||||""||||""|""|""|1779850412|""|""|""|""|""|||""|""||||||||""||||||||||||||1743646686043|||||
